0,11816
1,11816
2,11816
3,11816
4,11816
5,11816
6,11816
7,11816
8,11816
9,11816
10,11816
11,11816
12,11816
13,11816
14,11816
15,11816
16,11816
17,11816
18,11816
19,11816
20,11816
21,11816
22,11816
23,11816
24,11816
25,11816
26,11816
27,11816
28,11816
29,11816
30,11816
31,11816
32,11816
33,11816
34,11816
35,11816
36,11816
37,11816
38,11816
39,11816
40,11816
41,11816
42,11816
43,11816
44,11816
45,11816
46,11816
47,11816
48,11816
49,11816
50,11816
51,11816
52,11816
53,11816
54,11816
55,11816
56,11816
57,11816
58,11816
59,11816
60,11816
61,11816
62,11816
63,11816
64,11816
65,11816
66,11816
67,11816
68,11816
69,11816
70,11816
71,11816
