0,409612
1,409612
2,409612
3,409612
4,409612
5,409612
6,409612
7,409612
8,409612
9,409612
10,409612
11,409612
12,409612
13,409612
14,409612
15,409612
16,409612
17,409612
18,409612
19,409612
20,409612
21,409612
22,409612
23,409612
24,409612
25,409612
26,409612
27,409612
28,409612
29,409612
30,409612
31,409612
32,409612
33,409612
34,409612
35,409612
36,409612
37,409612
38,409612
39,409612
40,409612
41,409612
42,409612
43,409612
44,409612
45,409612
46,409612
47,409612
48,409612
49,409612
50,409612
51,409612
52,409612
53,409612
54,409612
55,409612
56,409612
57,409612
58,409612
59,409612
60,409612
61,409612
62,409612
63,409612
64,409612
65,409612
66,409612
67,409612
68,409612
69,409612
70,409612
71,409612
