0,417912
1,417912
2,417912
3,417912
4,417912
5,417912
6,417912
7,417912
8,417912
9,417912
10,417912
11,417912
12,417912
13,417912
14,417912
15,417912
16,417912
17,417912
18,417912
19,417912
20,417912
21,417912
22,417912
23,417912
24,417912
25,417912
26,417912
27,417912
28,417912
29,417912
30,417912
31,417912
32,417912
33,417912
34,417912
35,417912
36,417912
37,417912
38,417912
39,417912
40,417912
41,417912
42,417912
43,417912
44,417912
45,417912
46,417912
47,417912
48,417912
49,417912
50,417912
51,417912
52,417912
53,417912
54,417912
55,417912
56,417912
57,417912
58,417912
59,417912
60,417912
61,417912
62,417912
63,417912
64,417912
65,417912
66,417912
67,417912
68,417912
69,417912
70,417912
71,417912
